Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
CHEMBL3985672,O=C(NC1CC(=O)N(C1=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)OCc1ccccc1,C27H25FN4O5,504.51,37,18,0.30,8,7,2,135.32,121.46,3.24,2.82,2.82,3.38,4.58,3.37,-4.58,1.34e-02,2.65e-05,Moderately soluble,-5.03,4.73e-03,9.37e-06,Moderately soluble,-8.34,2.30e-06,4.55e-09,Poorly soluble,High,No,Yes,Yes,No,Yes,No,Yes,-7.38,1,2,0,0,0,0.55,0,1,2,4.30
CHEMBL3938809,O=C(C1CCCNC1)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C21H25FN4O2,384.45,28,12,0.48,5,5,3,109.84,86.88,2.88,1.90,2.17,2.84,4.51,2.86,-3.41,1.50e-01,3.91e-04,Soluble,-3.35,1.73e-01,4.49e-04,Soluble,-7.01,3.72e-05,9.68e-08,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.30,0,0,0,0,0,0.55,0,0,1,3.80
CHEMBL3909439,O=C(C1CNC1)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C19H21FN4O2,356.39,26,12,0.42,5,5,3,100.23,86.88,2.56,1.18,1.39,2.39,4.04,2.31,-2.80,5.59e-01,1.57e-03,Soluble,-2.60,8.95e-01,2.51e-03,Soluble,-6.48,1.19e-04,3.33e-07,Poorly soluble,High,No,Yes,Yes,No,No,Yes,No,-7.64,0,0,0,0,0,0.55,0,0,1,3.15
CHEMBL3892556,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)NC1CCCC1,C21H25FN4O2,384.45,28,12,0.48,6,4,3,106.32,86.88,3.06,2.97,3.67,3.65,4.45,3.56,-4.02,3.71e-02,9.64e-05,Moderately soluble,-4.46,1.34e-02,3.49e-05,Moderately soluble,-7.01,3.72e-05,9.68e-08,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-6.54,0,0,0,0,0,0.55,0,0,1,3.44
CHEMBL3960133,OC1CCC(CC1)NC(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H25FN4O3,400.45,29,12,0.48,5,5,4,110.25,107.11,2.59,1.82,1.74,2.30,3.61,2.41,-3.45,1.44e-01,3.58e-04,Soluble,-3.69,8.19e-02,2.05e-04,Soluble,-6.20,2.55e-04,6.37e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.45,0,0,0,0,0,0.55,0,0,1,4.18
CHEMBL3949296,O=C(c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)Nc1ccc2c(c1)[nH]nc2,C23H21N5O2,399.45,30,21,0.22,5,4,3,115.61,103.53,2.11,3.06,3.18,3.08,4.91,3.27,-4.43,1.48e-02,3.70e-05,Moderately soluble,-4.90,5.02e-03,1.26e-05,Moderately soluble,-8.54,1.14e-06,2.86e-09,Poorly soluble,High,No,Yes,Yes,Yes,No,No,No,-6.56,0,0,0,0,0,0.55,0,0,1,3.23
CHEMBL3957031,O=C(C1(CC1)c1ccccc1)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H25N3O2,399.48,30,18,0.32,6,3,2,117.93,74.85,3.27,3.71,3.66,3.90,5.89,4.08,-4.70,7.93e-03,1.99e-05,Moderately soluble,-4.97,4.25e-03,1.06e-05,Moderately soluble,-8.85,5.66e-07,1.42e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.10,0,0,0,0,0,0.55,0,0,2,3.39
CHEMBL3916714,O=C(c1c[nH]c2c1cccc2)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H22N4O2,398.46,30,21,0.21,5,3,3,117.81,90.64,2.74,3.55,3.78,3.27,5.48,3.76,-4.73,7.34e-03,1.84e-05,Moderately soluble,-5.14,2.90e-03,7.27e-06,Moderately soluble,-8.92,4.82e-07,1.21e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.21,0,0,0,0,0,0.55,0,0,2,3.28
CHEMBL3936878,Cc1cncc(n1)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C24H26FN7O2,463.51,34,18,0.38,5,6,2,135.89,107.11,3.03,1.54,1.01,1.83,3.57,2.19,-3.75,8.32e-02,1.80e-04,Soluble,-3.40,1.85e-01,3.99e-04,Soluble,-7.39,1.87e-05,4.04e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.03,0,1,0,0,0,0.55,0,0,1,3.82
CHEMBL3979859,O=C(c1c(C)noc1C)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C21H22N4O3,378.42,28,17,0.33,5,5,2,105.95,100.88,2.90,2.67,2.91,2.55,4.80,3.17,-3.99,3.89e-02,1.03e-04,Soluble,-4.44,1.37e-02,3.63e-05,Moderately soluble,-7.66,8.20e-06,2.17e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.71,0,0,0,0,0,0.55,0,0,1,3.54
CHEMBL3904765,CCC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C23H27FN4O3,426.48,31,12,0.48,6,5,1,122.45,86.37,3.10,1.89,1.73,2.80,4.44,2.79,-3.57,1.16e-01,2.72e-04,Soluble,-3.33,2.01e-01,4.72e-04,Soluble,-6.24,2.46e-04,5.77e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.56,0,0,0,0,0,0.55,0,0,1,3.55
CHEMBL3913258,CCC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C22H26FN5O3,427.47,31,12,0.45,6,5,2,124.91,98.40,3.02,1.09,0.64,2.06,3.49,2.06,-3.07,3.66e-01,8.56e-04,Soluble,-2.75,7.62e-01,1.78e-03,Soluble,-6.01,4.17e-04,9.75e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.13,0,0,0,0,0,0.55,0,0,1,3.58
CHEMBL3934967,CCC(C(c1ccccc1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)C,C27H31N3O2,429.55,32,18,0.37,8,3,2,129.77,74.85,3.70,5.27,4.82,4.31,6.58,4.93,-5.71,8.35e-04,1.94e-06,Moderately soluble,-6.59,1.10e-04,2.56e-07,Poorly soluble,-9.28,2.26e-07,5.26e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.18,1,0,0,0,1,0.55,0,0,3,4.40
CHEMBL4114777,CCc1c(cccc1C1=C/C(=C(/Cc2n[nH]c(=O)c3c2CCCC3)\C)/CC=C1F)CNS(=O)(=O)C,C27H32FN3O3S,497.62,35,12,0.41,7,6,2,138.82,100.30,3.43,4.13,5.81,3.66,6.11,4.63,-5.32,2.39e-03,4.80e-06,Moderately soluble,-5.94,5.67e-04,1.14e-06,Moderately soluble,-8.84,7.18e-07,1.44e-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,No,-6.40,0,3,0,0,0,0.55,0,0,2,4.61
CHEMBL3933847,CCc1ccccc1NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O2,387.47,29,18,0.29,6,3,2,115.73,74.85,3.32,4.22,3.86,3.96,5.86,4.25,-4.96,4.21e-03,1.09e-05,Moderately soluble,-5.50,1.22e-03,3.15e-06,Moderately soluble,-8.83,5.70e-07,1.47e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.67,0,0,0,0,0,0.55,0,0,2,3.33
CHEMBL3950628,CCCc1ccc(cc1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O2,401.50,30,18,0.32,7,3,2,120.54,74.85,3.49,4.77,4.25,4.17,6.26,4.59,-5.32,1.94e-03,4.83e-06,Moderately soluble,-6.07,3.39e-04,8.46e-07,Poorly soluble,-9.22,2.39e-07,5.96e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.36,1,0,0,0,0,0.55,0,0,2,3.44
CHEMBL3934924,CCCc1ccccc1NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O2,401.50,30,18,0.32,7,3,2,120.54,74.85,3.57,4.77,4.25,4.17,6.26,4.60,-5.32,1.94e-03,4.83e-06,Moderately soluble,-6.07,3.39e-04,8.46e-07,Poorly soluble,-9.22,2.39e-07,5.96e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.36,1,0,0,0,0,0.55,0,0,2,3.45
CHEMBL3949339,CCCCN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)Cc1ccccc1,C27H31N3O2,429.55,32,18,0.37,9,3,1,128.55,66.06,3.66,4.80,4.53,4.31,6.48,4.76,-5.35,1.92e-03,4.47e-06,Moderately soluble,-5.92,5.17e-04,1.20e-06,Moderately soluble,-9.29,2.18e-07,5.08e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.51,1,0,0,0,0,0.55,0,0,3,3.63
CHEMBL3898013,CCCCOc1ccc(cc1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C26H29N3O3,431.53,32,18,0.35,9,4,2,126.87,84.08,3.82,4.65,4.48,3.83,6.20,4.59,-5.27,2.33e-03,5.40e-06,Moderately soluble,-6.14,3.11e-04,7.21e-07,Poorly soluble,-9.34,1.96e-07,4.54e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.63,0,0,0,0,0,0.55,0,0,3,3.60
CHEMBL3986547,CCCOc1ccc(cc1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,122.06,84.08,3.62,4.29,4.09,3.62,5.79,4.28,-5.03,3.87e-03,9.27e-06,Moderately soluble,-5.77,7.11e-04,1.70e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.80,0,0,0,0,0,0.55,0,0,3,3.48
CHEMBL3911509,CCN(C1CCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)C(=O)C,C24H29FN4O3,440.51,32,12,0.50,7,5,1,123.34,86.37,3.34,2.21,2.50,3.01,4.50,3.11,-3.78,7.33e-02,1.66e-04,Soluble,-3.66,9.68e-02,2.20e-04,Soluble,-6.38,1.83e-04,4.15e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.42,0,0,0,0,0,0.55,0,0,1,4.10
CHEMBL3897004,CCN(C1CCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C(=O)C,C23H28FN5O3,441.50,32,12,0.48,7,5,2,125.80,98.40,3.27,1.41,1.41,2.28,3.54,2.38,-3.28,2.31e-01,5.23e-04,Soluble,-3.08,3.67e-01,8.30e-04,Soluble,-6.15,3.10e-04,7.01e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-7.99,0,0,0,0,0,0.55,0,0,1,4.14
CHEMBL3965068,CCN(C(=O)c1ccccc1c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CC,C26H28FN3O2,433.52,32,18,0.35,7,4,1,124.65,66.06,3.23,4.51,4.95,4.47,6.63,4.76,-5.32,2.06e-03,4.75e-06,Moderately soluble,-5.62,1.04e-03,2.41e-06,Moderately soluble,-9.15,3.09e-07,7.13e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.74,1,0,0,0,0,0.55,0,0,2,3.68
CHEMBL3941297,CCN(C(=O)C1CCCN(C1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CC,C26H34N4O3,450.57,33,12,0.54,8,4,1,132.99,86.37,3.72,2.74,2.58,3.05,4.72,3.36,-4.10,3.57e-02,7.93e-05,Moderately soluble,-4.21,2.79e-02,6.19e-05,Moderately soluble,-6.78,7.53e-05,1.67e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.10,0,1,0,0,0,0.55,0,0,2,4.26
CHEMBL3926924,CCN(C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)CC,C24H31FN6O3,470.54,34,12,0.50,8,5,2,137.81,101.64,3.34,1.37,1.16,2.52,3.06,2.29,-3.35,2.08e-01,4.43e-04,Soluble,-3.11,3.68e-01,7.81e-04,Soluble,-6.10,3.77e-04,8.02e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.20,0,1,0,0,0,0.55,0,0,2,3.94
CHEMBL3894049,CCN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)Cc1ccccc1,C25H27N3O2,401.50,30,18,0.32,7,3,1,118.93,66.06,3.35,3.91,3.75,3.90,5.68,4.12,-4.77,6.75e-03,1.68e-05,Moderately soluble,-5.00,4.05e-03,1.01e-05,Moderately soluble,-8.51,1.24e-06,3.09e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.97,0,0,0,0,0,0.55,0,0,2,3.46
CHEMBL3922304,CCN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCNC(=O)c1c(F)cccc1F,C27H27F3N4O3,512.52,37,18,0.33,10,7,2,131.65,95.16,3.55,3.69,4.81,4.40,6.54,4.60,-5.04,4.65e-03,9.07e-06,Moderately soluble,-5.38,2.14e-03,4.18e-06,Moderately soluble,-9.64,1.17e-07,2.29e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.81,2,2,0,0,0,0.17,0,0,3,3.81
CHEMBL3953479,CCN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCNC(=O)C1CC1,C24H29FN4O3,440.51,32,12,0.50,10,5,2,119.33,95.16,2.63,2.29,2.72,3.01,5.05,3.14,-3.63,1.03e-01,2.34e-04,Soluble,-3.93,5.22e-02,1.19e-04,Soluble,-7.24,2.53e-05,5.74e-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.36,0,0,0,0,0,0.55,0,0,2,3.64
CHEMBL3913570,CCN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCNC(=O)c1ccccc1,C27H29FN4O3,476.54,35,18,0.33,10,5,2,131.73,95.16,3.49,3.49,3.69,3.66,5.68,4.00,-4.71,9.21e-03,1.93e-05,Moderately soluble,-5.17,3.21e-03,6.74e-06,Moderately soluble,-9.12,3.61e-07,7.57e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.73,0,1,0,0,0,0.55,0,0,2,3.80
CHEMBL3944750,CCN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCNC(=O)c1cccnc1,C26H28FN5O3,477.53,35,18,0.35,10,6,2,129.52,108.05,2.64,2.42,3.09,2.68,5.11,3.19,-4.05,4.30e-02,9.00e-05,Moderately soluble,-4.33,2.23e-02,4.66e-05,Moderately soluble,-8.75,8.53e-07,1.79e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.49,0,0,0,0,0,0.55,0,0,2,3.72
CHEMBL3983389,CCN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCNC(=O)N1CCCC1,C25H32FN5O3,469.55,34,12,0.52,10,5,2,131.33,98.40,2.90,2.33,2.69,3.24,4.42,3.11,-3.82,7.10e-02,1.51e-04,Soluble,-4.04,4.33e-02,9.22e-05,Moderately soluble,-7.06,4.12e-05,8.77e-08,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.51,0,1,0,0,0,0.55,0,0,2,3.90
CHEMBL3927211,CCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H27FN4O2,398.47,29,12,0.50,5,5,1,117.44,69.30,3.36,2.33,1.81,3.05,4.51,3.01,-3.75,7.01e-02,1.76e-04,Soluble,-3.42,1.50e-01,3.76e-04,Soluble,-6.32,1.92e-04,4.83e-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-7.08,0,0,0,0,0,0.55,0,0,1,3.49
CHEMBL3920261,CCN1CCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C22H28N4O2,380.48,28,12,0.50,5,4,1,117.48,69.30,3.34,2.23,1.26,2.68,4.09,2.72,-3.59,9.76e-02,2.56e-04,Soluble,-3.32,1.82e-01,4.78e-04,Soluble,-6.05,3.38e-04,8.89e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.04,0,0,0,0,0,0.55,0,0,1,3.43
CHEMBL3893791,CCOC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C22H26FN5O4,443.47,32,12,0.45,7,6,2,126.39,107.63,3.37,1.39,0.86,2.10,3.03,2.15,-3.28,2.32e-01,5.24e-04,Soluble,-3.25,2.47e-01,5.57e-04,Soluble,-5.74,8.14e-04,1.84e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.02,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3940294,CCOc1cc(CCNC(=O)c2cccc(c2)Cc2n[nH]c(=O)c3c2CCCC3)ccc1OC,C27H31N3O4,461.55,34,18,0.37,10,5,2,131.82,93.31,4.07,4.13,3.62,3.23,6.27,4.26,-5.04,4.26e-03,9.22e-06,Moderately soluble,-5.80,7.38e-04,1.60e-06,Moderately soluble,-9.44,1.67e-07,3.62e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.18,0,1,0,0,0,0.55,0,0,3,3.78
CHEMBL3937891,CCOc1ccc(cc1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O3,403.47,30,18,0.29,7,4,2,117.26,84.08,3.27,3.76,3.70,3.42,5.40,3.91,-4.69,8.19e-03,2.03e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.56,1.11e-06,2.76e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.35
CHEMBL3946791,CCOc1ccc(cc1OC)CCNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C27H31N3O4,461.55,34,18,0.37,10,5,2,131.82,93.31,4.01,4.13,3.62,3.23,6.27,4.25,-5.04,4.26e-03,9.22e-06,Moderately soluble,-5.80,7.38e-04,1.60e-06,Moderately soluble,-9.44,1.67e-07,3.62e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.18,0,1,0,0,0,0.55,0,0,3,3.77
CHEMBL3941896,CCOc1ccccc1C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O3,403.47,30,18,0.29,7,4,2,117.26,84.08,3.09,3.76,3.70,3.42,5.40,3.87,-4.69,8.19e-03,2.03e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.56,1.11e-06,2.76e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.42
CHEMBL3921033,CCOc1ccccc1NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O3,403.47,30,18,0.29,7,4,2,117.26,84.08,3.50,3.76,3.70,3.42,5.40,3.95,-4.69,8.19e-03,2.03e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.56,1.11e-06,2.76e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.39
CHEMBL3899001,CCOCCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C23H30FN5O3,443.51,32,12,0.52,8,6,2,130.60,90.56,3.45,1.38,0.74,1.95,3.88,2.28,-3.21,2.74e-01,6.18e-04,Soluble,-2.88,5.78e-01,1.30e-03,Soluble,-6.60,1.12e-04,2.53e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.03,0,1,0,0,0,0.55,0,0,2,3.78
CHEMBL3980444,CCS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H27FN4O4S,462.54,32,12,0.50,6,7,1,126.40,111.82,2.98,1.58,2.23,2.13,3.35,2.45,-3.58,1.20e-01,2.60e-04,Soluble,-3.54,1.34e-01,2.89e-04,Soluble,-6.18,3.06e-04,6.61e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-8.00,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3926688,CCS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H26FN5O4S,463.53,32,12,0.48,6,7,2,128.87,123.85,2.75,0.78,1.13,1.40,2.40,1.69,-3.09,3.80e-01,8.19e-04,Soluble,-2.96,5.07e-01,1.09e-03,Soluble,-5.95,5.18e-04,1.12e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.57,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3914521,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCN(CC1)C(=O)c1c[nH]nc1,C25H28FN7O3,493.53,36,17,0.40,7,6,3,137.85,127.08,2.22,1.35,1.43,2.04,3.35,2.08,-3.64,1.14e-01,2.30e-04,Soluble,-3.62,1.18e-01,2.39e-04,Soluble,-6.94,5.64e-05,1.14e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.35,0,2,0,0,0,0.55,0,0,1,3.87
CHEMBL3984349,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCN(CC1)C(=O)c1cscn1,C25H27FN6O3S,510.58,36,17,0.40,7,6,2,141.38,139.53,3.44,2.43,2.16,2.00,4.47,2.90,-4.42,1.92e-02,3.77e-05,Moderately soluble,-5.00,5.07e-03,9.93e-06,Moderately soluble,-6.98,5.33e-05,1.04e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.69,1,2,0,1,0,0.55,0,0,1,3.96
CHEMBL3954828,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCNCC1,C21H26FN5O2,399.46,29,12,0.48,5,5,3,115.90,90.12,2.75,1.48,1.15,2.30,3.50,2.24,-3.23,2.38e-01,5.95e-04,Soluble,-2.98,4.19e-01,1.05e-03,Soluble,-6.45,1.43e-04,3.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.69,0,0,0,0,0,0.55,0,0,1,3.51
CHEMBL3922877,O=C(N(c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)C)C1CCC1,C21H24FN3O2,369.43,27,12,0.48,5,4,1,103.22,66.06,3.11,3.05,3.56,3.65,4.94,3.66,-4.05,3.29e-02,8.89e-05,Moderately soluble,-4.10,2.91e-02,7.88e-05,Moderately soluble,-6.37,1.59e-04,4.30e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-6.39,0,0,0,0,0,0.55,0,0,1,3.28
CHEMBL3901347,O=C(N(c1ccccc1)C)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C23H23FN4O2,406.45,30,18,0.26,6,4,2,115.32,78.09,3.41,3.44,4.28,4.12,4.53,3.96,-4.58,1.08e-02,2.66e-05,Moderately soluble,-4.76,7.05e-03,1.73e-05,Moderately soluble,-8.03,3.82e-06,9.40e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.34,0,0,0,0,0,0.55,0,0,1,3.47
CHEMBL3983267,O=C(N(C)C)CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C23H29FN6O3,456.51,33,12,0.48,7,6,2,132.62,101.64,3.23,0.69,-0.21,1.50,2.66,1.57,-2.91,5.59e-01,1.22e-03,Soluble,-2.40,1.81e+00,3.97e-03,Soluble,-5.71,8.98e-04,1.97e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.59,0,1,0,0,0,0.55,0,0,1,3.78
CHEMBL3892324,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)N(C)C,C23H28FN5O3,441.50,32,12,0.48,6,5,1,125.73,89.61,3.34,1.44,1.48,2.82,3.22,2.46,-3.37,1.90e-01,4.31e-04,Soluble,-2.93,5.22e-01,1.18e-03,Soluble,-5.54,1.26e-03,2.86e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-7.97,0,0,0,0,0,0.55,0,0,1,3.69
CHEMBL2058921,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)N(C)C,C22H27FN6O3,442.49,32,12,0.45,6,5,2,128.20,101.64,3.06,0.63,0.38,2.10,2.27,1.69,-2.86,6.08e-01,1.37e-03,Soluble,-2.34,2.03e+00,4.58e-03,Soluble,-5.32,2.14e-03,4.83e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.55,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3958902,CN(CCCN1CCCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C,C24H33FN6O2,456.56,33,12,0.54,8,6,2,137.22,84.57,3.38,2.01,1.00,2.56,3.51,2.49,-3.68,9.58e-02,2.10e-04,Soluble,-3.41,1.76e-01,3.86e-04,Soluble,-6.57,1.24e-04,2.71e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.66,0,1,0,0,0,0.55,0,0,2,4.00
CHEMBL3928128,CN(CCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)C,C24H32FN5O2,441.54,32,12,0.54,7,6,1,129.95,72.54,3.76,2.00,1.36,2.67,4.07,2.77,-3.65,9.82e-02,2.22e-04,Soluble,-3.15,3.13e-01,7.08e-04,Soluble,-6.40,1.74e-04,3.94e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.57,0,0,0,0,0,0.55,0,0,1,3.81
