Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z5213184739,O=C(Nc1cccc2c1C(=O)N(C2=O)[C@H]1CCC(=O)NC1=O)Cn1nnc(c1)c1cnc2c(c1)cc[nH]2,C24H18N8O5,498.45,37,20,0.17,6,8,3,134.72,172.04,1.87,0.50,-0.09,0.41,0.92,0.72,-3.25,2.81e-01,5.63e-04,Soluble,-3.68,1.03e-01,2.08e-04,Soluble,-6.47,1.70e-04,3.42e-07,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-8.99,1,2,1,1,1,0.55,0,1,1,3.96
Z8377997244,O=C(Nc1cccc2c1C(=O)N(C2=O)[C@H]1CCC(=O)NC1=O)Cn1nnc(c1)c1ccc(cc1)N,C23H19N7O5,473.44,35,17,0.17,6,7,3,129.47,169.38,1.53,0.43,-0.38,1.08,0.26,0.58,-3.01,4.63e-01,9.78e-04,Soluble,-3.55,1.32e-01,2.79e-04,Soluble,-5.62,1.13e-03,2.39e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.88,1,0,1,1,1,0.55,0,2,1,3.83
Z5213185138,O=C(Nc1cccc2c1C(=O)N(C2=O)[C@H]1CCC(=O)NC1=O)Cn1nnc(c1)c1ccc2c(c1)[nH]nc2,C24H18N8O5,498.45,37,20,0.17,6,8,3,134.72,172.04,1.52,0.74,-0.09,0.81,0.92,0.78,-3.40,1.98e-01,3.98e-04,Soluble,-3.93,5.83e-02,1.17e-04,Soluble,-6.47,1.70e-04,3.42e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.82,1,2,1,1,1,0.55,0,1,1,3.89
Z5215065154,O=C(Nc1ccccc1F)CN(C(=O)c1ccc(c(c1)C)S(=O)(=O)N)Cc1ccc(cc1)c1nnn(c1)C,C26H25FN6O4S,536.58,38,23,0.15,10,8,2,138.86,148.66,2.54,2.24,4.02,1.97,2.07,2.57,-4.37,2.31e-02,4.31e-05,Moderately soluble,-5.00,5.40e-03,1.01e-05,Moderately soluble,-8.08,4.43e-06,8.26e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.98,1,2,1,1,0,0.55,0,0,2,3.59
Z5232497147,O=C1CCc2c(N1)ccc(c2)N(C(=O)c1cccc(c1)NC(=O)C1CC1)Cc1cc(C)ccc1C,C29H29N3O3,467.56,35,18,0.28,8,3,2,141.89,78.51,3.46,3.94,4.41,3.81,5.28,4.18,-5.07,3.95e-03,8.44e-06,Moderately soluble,-5.29,2.41e-03,5.15e-06,Moderately soluble,-9.12,3.52e-07,7.53e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.35,0,1,0,0,0,0.55,0,0,3,3.22
Z5232931949,COc1c(C/C=C(/CCC(=O)N2CCc3c(C2)cc(c(c3)O)C)\C)c(O)c2c(c1C)COC2=O,C27H31NO6,465.54,34,12,0.41,7,6,2,133.53,96.30,3.66,4.67,3.56,2.83,5.62,4.07,-5.47,1.59e-03,3.41e-06,Moderately soluble,-6.42,1.77e-04,3.81e-07,Poorly soluble,-6.51,1.43e-04,3.07e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-5.82,0,1,0,0,0,0.55,0,1,2,3.73
Z8156201302,O=C1CC[C@H](C(=O)N1)N1C(=O)c2c(C1=O)cccc2OCCCC(=O)N1CCc2c(C1)c(N)ncn2,C24H24N6O6,492.48,36,12,0.38,7,8,2,135.82,164.89,1.98,-0.62,-1.08,0.66,1.17,0.42,-2.29,2.54e+00,5.16e-03,Soluble,-2.37,2.10e+00,4.26e-03,Soluble,-5.36,2.13e-03,4.34e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.74,1,3,1,1,1,0.55,0,1,1,3.96
Z8174585712,Fc1ccc(cc1C(=O)N1CCN(CC1)S(=O)(=O)C(C)C)Cc1n[nH]c(=O)c2c1cccc2,C23H25FN4O4S,472.53,33,16,0.35,6,7,1,131.28,111.82,2.58,2.03,2.89,2.43,3.23,2.63,-4.01,4.60e-02,9.74e-05,Moderately soluble,-4.01,4.66e-02,9.86e-05,Moderately soluble,-6.77,8.08e-05,1.71e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-7.74,0,1,0,0,0,0.55,0,0,1,3.45
Z8174588583,CC(CS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)C,C24H27FN4O4S,486.56,34,16,0.38,7,7,1,136.09,111.82,2.80,2.56,3.14,2.64,3.63,2.95,-4.36,2.15e-02,4.41e-05,Moderately soluble,-4.56,1.35e-02,2.78e-05,Moderately soluble,-7.16,3.39e-05,6.97e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.45,0,2,0,0,0,0.55,0,0,1,3.61
Z8174589437,Fc1ccc(cc1C(=O)N1CCN(CC1)S(=O)(=O)C1CCC1)Cc1n[nH]c(=O)c2c1cccc2,C24H25FN4O4S,484.54,34,16,0.38,6,7,1,133.98,111.82,3.03,2.15,3.03,2.64,3.27,2.82,-4.15,3.42e-02,7.06e-05,Moderately soluble,-4.13,3.59e-02,7.40e-05,Moderately soluble,-6.81,7.52e-05,1.55e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.73,0,2,0,0,0,0.55,0,0,1,3.60
Z8174592318,CNS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C21H22FN5O4S,459.49,32,16,0.29,6,8,2,124.47,123.85,2.36,0.96,1.61,2.44,1.84,1.84,-3.27,2.48e-01,5.40e-04,Soluble,-3.15,3.27e-01,7.11e-04,Soluble,-6.40,1.84e-04,4.01e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-8.42,0,0,0,0,0,0.55,0,0,1,3.38
Z8174599508,FC(CNC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)F,C23H22F3N5O3,473.45,34,16,0.30,8,7,2,125.81,98.40,2.70,2.13,2.88,3.12,3.75,2.91,-3.94,5.47e-02,1.15e-04,Soluble,-3.83,7.04e-02,1.49e-04,Soluble,-7.03,4.42e-05,9.33e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.68,0,0,0,0,0,0.55,0,0,2,3.34
Z8174607609,Fc1ccc(cc1C(=O)N1CCN(CC1)S(=O)(=O)c1nnc[nH]1)Cc1n[nH]c(=O)c2c1cccc2,C22H20FN7O4S,497.50,35,21,0.23,6,9,2,130.45,153.39,1.57,0.68,1.66,1.63,2.02,1.51,-3.40,1.98e-01,3.97e-04,Soluble,-3.48,1.65e-01,3.33e-04,Soluble,-6.90,6.28e-05,1.26e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.85,1,2,1,1,1,0.55,0,0,1,3.53
Z8174614600,N[C@H](C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)c1ccccc1,C28H26FN5O3,499.54,37,22,0.21,7,6,2,144.91,112.39,2.58,2.23,1.97,2.90,4.12,2.76,-4.32,2.39e-02,4.79e-05,Moderately soluble,-4.23,2.97e-02,5.95e-05,Moderately soluble,-8.14,3.59e-06,7.18e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.76,0,2,0,0,0,0.55,0,0,1,4.00
Z8259609003,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)[C@H](N)C,C23H24FN5O3,437.47,32,16,0.30,6,6,2,125.23,112.39,2.31,0.94,0.94,2.09,3.08,1.87,-3.12,3.33e-01,7.61e-04,Soluble,-2.89,5.68e-01,1.30e-03,Soluble,-6.08,3.64e-04,8.32e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-8.30,0,0,0,0,0,0.55,0,0,1,3.69
Z8271680605,CNCC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C23H24FN5O3,437.47,32,16,0.30,7,6,2,125.32,98.40,2.86,1.05,0.82,2.09,3.32,2.03,-3.12,3.30e-01,7.55e-04,Soluble,-2.71,8.59e-01,1.96e-03,Soluble,-6.85,6.22e-05,1.42e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.22,0,0,0,0,0,0.55,0,0,1,3.26
Z8174625162,NCc1ocnc1C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C25H23FN6O4,490.49,36,21,0.24,7,8,2,135.35,138.42,2.49,0.75,1.20,1.46,3.23,1.83,-3.32,2.33e-01,4.75e-04,Soluble,-3.24,2.85e-01,5.80e-04,Soluble,-7.35,2.18e-05,4.45e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-8.76,0,2,0,1,0,0.55,0,0,1,3.70
Z8259609531,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)[C@H]1CCN1,C24H24FN5O3,449.48,33,16,0.33,6,6,2,131.93,98.40,2.75,1.21,0.58,2.30,3.41,2.05,-3.35,2.00e-01,4.45e-04,Soluble,-2.87,6.02e-01,1.34e-03,Soluble,-6.64,1.02e-04,2.28e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.18,0,1,0,0,0,0.55,0,0,1,3.71
Z8259609529,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)[C@@H](N)C,C23H24FN5O3,437.47,32,16,0.30,6,6,2,125.23,112.39,2.50,0.94,0.94,2.09,3.08,1.91,-3.12,3.33e-01,7.61e-04,Soluble,-2.89,5.68e-01,1.30e-03,Soluble,-6.08,3.64e-04,8.32e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-8.30,0,0,0,0,0,0.55,0,0,1,3.69
Z8174632343,OC(=O)C[C@@H]1C[C@@H]1C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C26H25FN4O5,492.50,36,16,0.35,8,7,2,136.60,123.67,3.41,1.30,1.71,2.67,3.59,2.54,-3.51,1.51e-01,3.07e-04,Soluble,-3.50,1.57e-01,3.18e-04,Soluble,-6.09,3.98e-04,8.07e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-8.38,0,2,0,0,0,0.56,0,0,2,4.11
Z8174632459,OC(=O)[C@H](C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)C1CC1,C26H25FN4O5,492.50,36,16,0.35,8,7,2,136.60,123.67,2.57,2.29,1.64,2.67,3.70,2.58,-4.14,3.59e-02,7.29e-05,Moderately soluble,-4.52,1.47e-02,2.99e-05,Moderately soluble,-5.97,5.30e-04,1.08e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-7.68,0,2,0,0,0,0.56,0,1,2,3.85
Z8174637452,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)[C@@H](O)C,C23H23FN4O4,438.45,32,16,0.30,6,6,2,123.68,106.60,2.54,1.19,0.98,2.09,3.32,2.02,-3.28,2.29e-01,5.22e-04,Soluble,-3.02,4.14e-01,9.45e-04,Soluble,-5.86,6.01e-04,1.37e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.13,0,0,0,0,0,0.55,0,0,1,3.65
Z8271680687,C[C@H](CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)O,C23H25FN4O3,424.47,31,16,0.35,6,6,2,123.48,89.53,2.79,1.73,1.45,2.55,3.78,2.46,-3.55,1.20e-01,2.83e-04,Soluble,-3.23,2.52e-01,5.94e-04,Soluble,-6.33,1.97e-04,4.65e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.66,0,0,0,0,0,0.55,0,0,1,3.69
Z8264622447,Fc1ccc(cc1C(=O)N1CCN(CC1)Cc1c[nH]cn1)Cc1n[nH]c(=O)c2c1cccc2,C24H23FN6O2,446.48,33,21,0.25,6,6,2,129.34,97.98,2.83,1.65,1.84,2.20,4.13,2.53,-3.72,8.46e-02,1.89e-04,Soluble,-3.32,2.13e-01,4.78e-04,Soluble,-7.80,7.00e-06,1.57e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.85,0,0,0,0,0,0.55,0,0,1,3.30
Z8174652327,Fc1ccc(cc1C(=O)N1CCN(CC1)Cc1n[nH]cc1)Cc1n[nH]c(=O)c2c1cccc2,C24H23FN6O2,446.48,33,21,0.25,6,6,2,129.34,97.98,2.20,1.81,1.84,2.60,4.13,2.52,-3.82,6.71e-02,1.50e-04,Soluble,-3.49,1.45e-01,3.26e-04,Soluble,-7.80,7.00e-06,1.57e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.74,0,0,0,0,0,0.55,0,0,1,3.30
Z8264918174,Fc1ccc(cc1C(=O)N1CCN(CC1)CC(C)(C)C)Cc1n[nH]c(=O)c2c1cccc2,C25H29FN4O2,436.52,32,16,0.40,6,5,1,131.67,69.30,3.72,3.71,3.12,3.76,5.02,3.87,-4.86,6.06e-03,1.39e-05,Moderately soluble,-4.86,6.08e-03,1.39e-05,Moderately soluble,-7.67,9.33e-06,2.14e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.33,0,1,0,0,0,0.55,0,0,2,3.42
Z8271680768,Fc1ccc(cc1C(=O)N1CCN(CC1)CC(F)(F)C)Cc1n[nH]c(=O)c2c1cccc2,C23H23F3N4O2,444.45,32,16,0.35,6,7,1,122.46,69.30,3.12,3.02,3.57,3.56,4.82,3.62,-4.47,1.50e-02,3.37e-05,Moderately soluble,-4.14,3.22e-02,7.24e-05,Moderately soluble,-7.45,1.59e-05,3.57e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.87,0,0,0,0,0,0.55,0,0,1,3.21
Z8271680826,CC(CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)C,C24H27FN4O2,422.50,31,16,0.38,6,5,1,127.13,69.30,3.36,3.32,2.73,3.56,4.78,3.55,-4.54,1.23e-02,2.90e-05,Moderately soluble,-4.45,1.49e-02,3.53e-05,Moderately soluble,-7.30,2.14e-05,5.06e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.52,0,0,0,0,0,0.55,0,0,1,3.30
Z8271680645,Fc1ccc(cc1C(=O)N1CCN(CC1)Cc1nocc1)Cc1n[nH]c(=O)c2c1cccc2,C24H22FN5O3,447.46,33,21,0.25,6,7,1,127.25,95.33,3.28,1.96,2.11,2.60,4.00,2.79,-3.92,5.33e-02,1.19e-04,Soluble,-3.59,1.16e-01,2.59e-04,Soluble,-7.81,6.96e-06,1.56e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.64,0,0,0,0,0,0.55,0,0,1,3.45
Z8174662774,N#C[C@H](C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)C,C24H22FN5O3,447.46,33,16,0.29,6,6,1,127.08,110.16,2.74,1.90,1.76,2.23,3.85,2.50,-3.77,7.53e-02,1.68e-04,Soluble,-3.84,6.52e-02,1.46e-04,Soluble,-6.51,1.37e-04,3.05e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.68,0,0,0,0,0,0.55,0,0,1,3.71
Z8174663153,NC(=O)C(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C22H20FN5O4,437.42,32,16,0.23,6,6,2,120.62,129.46,1.86,0.75,0.08,1.44,2.41,1.31,-3.00,4.39e-01,1.00e-03,Soluble,-3.05,3.92e-01,8.95e-04,Soluble,-5.59,1.12e-03,2.55e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.44,0,0,0,0,0,0.55,0,1,1,3.10
Z8174663756,[N-]=[N+]=NCC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C22H20FN7O3,449.44,33,16,0.27,7,8,1,122.53,136.12,2.10,2.55,1.91,1.82,2.34,2.14,-4.13,3.33e-02,7.42e-05,Moderately soluble,-5.06,3.95e-03,8.79e-06,Moderately soluble,-6.54,1.30e-04,2.88e-07,Poorly soluble,High,No,No,No,No,No,No,No,-7.23,0,0,0,1,0,0.55,1,3,1,3.27
Z8254657077,C[C@@H]1C[C@@H]1CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C25H27FN4O2,434.51,32,16,0.40,6,5,1,129.82,69.30,3.63,3.17,2.73,3.76,4.71,3.60,-4.51,1.36e-02,3.13e-05,Moderately soluble,-4.30,2.20e-02,5.06e-05,Moderately soluble,-7.22,2.63e-05,6.05e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.70,0,0,0,0,0,0.55,0,0,1,4.02
Z8174666931,Fc1ccc(cc1C(=O)N1CCN(CC1)Cc1cnco1)Cc1n[nH]c(=O)c2c1cccc2,C24H22FN5O3,447.46,33,21,0.25,6,7,1,127.25,95.33,3.10,1.93,2.11,2.20,4.00,2.67,-3.91,5.57e-02,1.24e-04,Soluble,-3.56,1.24e-01,2.78e-04,Soluble,-7.81,6.96e-06,1.56e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.66,0,0,0,0,0,0.55,0,0,1,3.38
Z8174691565,CC(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C22H21FN4O3,408.43,30,16,0.27,5,5,1,117.71,86.37,2.49,1.45,1.62,2.67,3.71,2.39,-3.35,1.82e-01,4.46e-04,Soluble,-2.87,5.51e-01,1.35e-03,Soluble,-6.42,1.56e-04,3.82e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.76,0,0,0,0,0,0.55,0,0,1,3.05
Z8259609004,OC[C@H](CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)O,C23H25FN4O4,440.47,32,16,0.35,7,7,3,124.64,109.76,2.24,0.68,0.42,1.76,3.17,1.65,-2.91,5.45e-01,1.24e-03,Soluble,-2.56,1.21e+00,2.74e-03,Soluble,-5.76,7.65e-04,1.74e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.50,0,0,0,0,0,0.55,0,0,1,3.76
Z212153758,O=C(N(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1)COc1ccc2c(c1)c1CCCCc1o2,C30H27N3O4,493.55,37,25,0.23,8,5,1,142.55,88.43,4.19,5.04,4.85,3.37,6.11,4.71,-6.05,4.43e-04,8.97e-07,Poorly soluble,-6.64,1.14e-04,2.30e-07,Poorly soluble,-10.34,2.28e-08,4.61e-11,Insoluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.73,0,2,0,0,1,0.55,0,0,3,3.84
Z212730310,Cc1ccc(cc1)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)C(=O)N1CCN(CC1)Cc1nc2ccccc2c(=O)[nH]1,C31H36N4O2,496.64,37,16,0.52,5,4,1,153.88,69.30,4.18,4.48,3.50,4.17,5.49,4.37,-5.73,9.21e-04,1.86e-06,Moderately soluble,-5.66,1.10e-03,2.21e-06,Moderately soluble,-8.38,2.05e-06,4.12e-09,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.15,1,3,0,0,0,0.55,0,0,2,5.70
Z8485184626,O=C(N1[C@@H]2CC[C@H]1C[C@@H](C2)n1nnc(c1)c1ccc2c(c1)cc[nH]2)c1ccc2c(c1)nn[nH]2,C24H22N8O,438.48,33,23,0.29,4,5,2,127.16,108.38,2.17,2.89,3.33,2.77,2.38,2.71,-4.63,1.03e-02,2.34e-05,Moderately soluble,-4.83,6.54e-03,1.49e-05,Moderately soluble,-6.52,1.33e-04,3.03e-07,Poorly soluble,High,No,Yes,No,Yes,No,Yes,No,-6.92,0,0,0,0,0,0.55,0,0,1,4.90
Z8485184826,O=C(c1ccc2c(c1)c(C)c(nn2)C)N[C@@]1(C)CCN(C1)C(=O)c1cnn2c1cccc2,C24H24N6O2,428.49,32,19,0.29,5,5,1,124.89,92.49,3.39,1.90,2.55,2.66,2.75,2.65,-3.80,6.74e-02,1.57e-04,Soluble,-3.47,1.47e-01,3.43e-04,Soluble,-6.97,4.54e-05,1.06e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.56,0,0,0,0,0,0.55,0,0,1,3.31
Z8485184839,O=C(N1CCN([C@@H]([C@H]1C)C)C(=O)c1n[nH]c(=O)c2c1cccc2)c1n[nH]c2c1cccc2,C23H22N6O3,430.46,32,19,0.26,4,5,2,127.47,115.05,1.85,2.35,1.41,2.15,2.54,2.06,-4.16,2.95e-02,6.84e-05,Moderately soluble,-4.41,1.69e-02,3.93e-05,Moderately soluble,-6.15,3.03e-04,7.03e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.26,0,0,0,0,0,0.55,0,0,1,3.61
Z8485184859,O=C(c1cccc2c1[nH]nn2)N1[C@@H]2CC[C@H]1C[C@@H](C2)n1nnc(c1)c1ccc2c(c1)CCC2,C25H25N7O,439.51,33,20,0.40,4,5,1,127.93,92.59,3.34,3.59,3.33,3.62,2.98,3.37,-5.01,4.28e-03,9.75e-06,Moderately soluble,-5.22,2.64e-03,6.01e-06,Moderately soluble,-6.46,1.52e-04,3.46e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.43,0,0,0,0,0,0.55,0,0,2,5.16
Z8485185330,CCc1ccc2c(c1)[nH]c(c2)C(=O)N1[C@@H]2CC[C@H]1CN(C2)C(=O)c1cccn2c1nnn2,C23H23N7O2,429.47,32,18,0.35,5,5,1,125.75,99.49,3.16,2.58,1.54,2.93,1.59,2.36,-4.21,2.62e-02,6.10e-05,Moderately soluble,-4.32,2.07e-02,4.81e-05,Moderately soluble,-5.20,2.71e-03,6.31e-06,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-7.09,0,0,0,0,0,0.55,0,0,1,4.48
Z2858888830,O=C(OC(C)(C)C)N[C@@H]1CCC[C@H](C1)N(C(=O)OCC1c2ccccc2c2c1cccc2)Cc1nn(cc1C(=O)O)C,C32H38N4O6,574.67,42,17,0.44,12,7,2,157.65,122.99,3.78,4.65,5.55,3.32,3.24,4.11,-5.84,8.31e-04,1.45e-06,Moderately soluble,-6.96,6.31e-05,1.10e-07,Poorly soluble,-6.97,6.16e-05,1.07e-07,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-6.50,1,3,1,0,0,0.56,0,1,3,5.06
Z2858959114,O=C(OC(C)(C)C)N[C@@H]1CC[C@H](CC1)N(C(=O)OCC1c2ccccc2c2c1cccc2)CC1(CC1)C(=O)O,C31H38N2O6,534.64,39,12,0.52,12,6,2,147.78,105.17,4.43,5.12,5.88,3.78,4.17,4.68,-5.82,8.17e-04,1.53e-06,Moderately soluble,-7.07,4.52e-05,8.46e-08,Poorly soluble,-6.92,6.41e-05,1.20e-07,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-5.93,1,4,1,0,1,0.56,0,1,3,4.96
Z3289794710,Fc1cccc(c1)NS(=O)(=O)c1ccc(c(c1)C(=O)NCc1c[nH]c(=O)c2c1cccc2)F,C23H17F2N3O4S,469.46,33,22,0.04,7,6,3,119.08,116.51,2.41,2.38,5.12,3.11,4.07,3.42,-4.28,2.46e-02,5.23e-05,Moderately soluble,-4.47,1.60e-02,3.41e-05,Moderately soluble,-9.44,1.71e-07,3.65e-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.47,0,0,0,0,0,0.55,0,0,1,3.09
Z5112204108,O=C1CC[C@@H](C(=O)N1)N1Cc2c(C1=O)cccc2c1nnn(c1)c1ccnc2c1cccc2,C24H18N6O3,438.44,33,21,0.17,3,6,1,126.18,110.08,2.28,1.54,1.33,2.06,2.16,1.87,-3.80,6.93e-02,1.58e-04,Soluble,-3.46,1.52e-01,3.46e-04,Soluble,-7.03,4.14e-05,9.44e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.88,0,0,0,0,0,0.55,0,1,1,3.78
Z5112204568,COc1ccc2c(c1)[C@@H]([C@H](CC2)O)n1nnc(c1)c1cccc2c1CN(C2=O)[C@H]1CCC(=O)NC1=O,C26H25N5O5,487.51,36,17,0.35,4,7,2,135.42,126.65,2.52,0.98,0.70,1.61,1.81,1.52,-3.57,1.33e-01,2.72e-04,Soluble,-3.23,2.89e-01,5.92e-04,Soluble,-5.87,6.56e-04,1.35e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.58,0,2,0,0,0,0.55,0,1,1,4.75
Z145386368,O=C(N(Cc1nc2ccccc2c(=O)[nH]1)C)c1ccc2c(c1)C[C@@H](OC2=O)c1ccccc1,C26H21N3O4,439.46,33,22,0.15,5,5,1,123.37,92.36,2.23,3.29,3.17,3.46,4.54,3.34,-4.80,6.95e-03,1.58e-05,Moderately soluble,-4.90,5.47e-03,1.25e-05,Moderately soluble,-8.46,1.52e-06,3.46e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-6.64,0,0,0,0,0,0.55,0,0,1,3.74
Z54190890,CCCN(c1c(=O)[nH]c(=O)n(c1N)Cc1ccccc1)C(=O)COC(=O)c1c2ccccc2cc2c1cccc2,C31H28N4O5,536.58,40,26,0.16,10,5,2,156.12,127.49,3.31,4.77,4.08,3.59,4.66,4.08,-5.99,5.45e-04,1.02e-06,Moderately soluble,-7.18,3.56e-05,6.63e-08,Poorly soluble,-9.43,2.01e-07,3.74e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-6.19,1,2,0,0,0,0.55,0,1,3,3.86
Z54609400,O=c1[nH]c(CSc2nnc(o2)c2cccc(c2)S(=O)(=O)N2CCCCC2)nc2c1cccc2,C22H21N5O4S2,483.56,33,21,0.27,6,8,1,128.88,155.73,3.41,2.75,3.99,2.31,3.16,3.12,-4.65,1.09e-02,2.26e-05,Moderately soluble,-5.68,1.02e-03,2.11e-06,Moderately soluble,-7.74,8.74e-06,1.81e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.30,0,1,1,1,1,0.55,0,0,1,3.74
